symbol_lower,symbol,chrom,start,stop
trn,TRN,chr5,72112139,72212560
ipo2,IPO2,chr5,72112139,72212560
mip1,MIP1,chr5,72112139,72212560
tnpo1,TNPO1,chr5,72112139,72212560
ipo3,IPO3,chr19,12810008,12834825
kpnb2b,KPNB2B,chr19,12810008,12834825
flj12155,FLJ12155,chr19,12810008,12834825
trn2,TRN2,chr19,12810008,12834825
tnpo2,TNPO2,chr19,12810008,12834825
trn-sr,TRN-SR,chr7,128594234,128695227
mtr10a,MTR10A,chr7,128594234,128695227
trn-sr2,TRN-SR2,chr7,128594234,128695227
ipo12,IPO12,chr7,128594234,128695227
tnpo3,TNPO3,chr7,128594234,128695227
tnr,TNR,chr1,175284330,175712906
cagh26,CAGH26,chr16,24621530,24838953
kiaa1460,KIAA1460,chr16,24621530,24838953
gw182,GW182,chr16,24621530,24838953
tnrc6a,TNRC6A,chr16,24621530,24838953
kiaa1093,KIAA1093,chr22,40440821,40731812
tnrc6b,TNRC6B,chr22,40440821,40731812
kiaa1582,KIAA1582,chr17,75955322,76104916
flj20015,FLJ20015,chr17,75955322,76104916
tnrc6c,TNRC6C,chr17,75955322,76104916
cagl79,CAGL79,chr7,5346421,5465045
tnrc18a,TNRC18A,chr7,5346421,5465045
kiaa1856,KIAA1856,chr7,5346421,5465045
tnrc18,TNRC18,chr7,5346421,5465045
dkfzp586k0617,DKFZp586K0617,chr2,218664311,218898705
ppp1r155,PPP1R155,chr2,218664311,218898705
tns1,TNS1,chr2,218664311,218898705
kiaa1075,KIAA1075,chr12,53440753,53458156
c1-ten,C1-TEN,chr12,53440753,53458156
tns2,TNS2,chr12,53440753,53458156
tem6,TEM6,chr7,47314752,47622156
h_nh0549i23.2,H_NH0549I23.2,chr7,47314752,47622156
flj13732,FLJ13732,chr7,47314752,47622156
tns3,TNS3,chr7,47314752,47622156
cten,CTEN,chr17,38632080,38657849
tns4,TNS4,chr17,38632080,38657849
tnxbs,TNXBS,chr6,32008930,32083111
xbs,XBS,chr6,32008930,32083111
xb,XB,chr6,32008930,32083111
tnxb,TNXB,chr6,32008930,32083111
tob,TOB,chr17,48939584,48945339
trob,TROB,chr17,48939584,48945339
apro5,APRO5,chr17,48939584,48945339
tob1,TOB1,chr17,48939584,48945339
tobl,TOBL,chr22,41829496,41843027
tob4,TOB4,chr22,41829496,41843027
bk223h9,bK223H9,chr22,41829496,41843027
apro5,APRO5,chr22,41829496,41843027
tob2,TOB2,chr22,41829496,41843027
hcaf1z,hCaf1z,chr1,45805342,45809647
toe1,TOE1,chr1,45805342,45809647
crescerin-1,Crescerin-1,chr14,45431411,45543634
crescerin,crescerin,chr14,45431411,45543634
togaram1,TOGARAM1,chr14,45431411,45543634
flj43249,FLJ43249,chr2,29179477,29284239
loc165186,LOC165186,chr2,29179477,29284239
crescerin-2,Crescerin-2,chr2,29179477,29284239
togaram2,TOGARAM2,chr2,29179477,29284239
il-1racpip,IL-1RAcPIP,chr11,1295601,1330884
tollip,TOLLIP,chr11,1295601,1330884
tom1,TOM1,chr22,35695268,35743987
srcasm,SRCASM,chr17,52976748,53039317
tom1l1,TOM1L1,chr17,52976748,53039317
tom1l2,TOM1L2,chr17,17746825,17875736
ba613m10.3,bA613M10.3,chr9,37582643,37592639
tom5,Tom5,chr9,37582643,37592639
tomm5,TOMM5,chr9,37582643,37592639
obtp,OBTP,chr6,41755400,41757636
tom6,Tom6,chr6,41755400,41757636
tomm6,TOMM6,chr6,41755400,41757636
tom7,Tom7,chr7,22852247,22862471
tomm7,TOMM7,chr7,22852247,22862471
kiaa0016,KIAA0016,chr1,235272651,235292251
tom20,TOM20,chr1,235272651,235292251
mom19,MOM19,chr1,235272651,235292251
mas20,MAS20,chr1,235272651,235292251
tomm20,TOMM20,chr1,235272651,235292251
unq9438,UNQ9438,chr14,58862634,58875419
tomm20l,TOMM20L,chr14,58862634,58875419
tom22,TOM22,chr22,39077953,39081426
tomm22,TOMM22,chr22,39077953,39081426
tom34,TOM34,chr20,43570771,43589127
htom34p,HTOM34P,chr20,43570771,43589127
tomm34,TOMM34,chr20,43570771,43589127
perec1,PEREC1,chr19,45393826,45406946
d19s1177e,D19S1177E,chr19,45393826,45406946
c19orf1,C19orf1,chr19,45393826,45406946
tom40,TOM40,chr19,45393826,45406946
per-ec1,PER-EC1,chr19,45393826,45406946
tomm40,TOMM40,chr19,45393826,45406946
flj12770,FLJ12770,chr1,161195729,161200534
tomm40b,TOMM40B,chr1,161195729,161200534
tomm40l,TOMM40L,chr1,161195729,161200534
kiaa0719,KIAA0719,chr3,100082275,100120242
tom70,Tom70,chr3,100082275,100120242
tomm70,TOMM70,chr3,100082275,100120242
ikbr,IKBR,chr8,145654158,145669827
tonsl,TONSL,chr8,145654158,145669827
top1,TOP1,chr20,39657458,39753127
top1mt,TOP1MT,chr8,144386554,144442149
top2a,TOP2A,chr17,38544768,38574202
top2b,TOP2B,chr3,25639396,25706398
zgrf7,ZGRF7,chr17,18174742,18218321
top3a,TOP3A,chr17,18174742,18218321
top3b,TOP3B,chr22,22311397,22337213
flj36157,FLJ36157,chr3,44283378,44373590
topaz1,TOPAZ1,chr3,44283378,44373590
kiaa0259,KIAA0259,chr3,133317019,133381224
top2bp1,TOP2BP1,chr3,133317019,133381224
dpb11,Dpb11,chr3,133317019,133381224
topbp1,TOPBP1,chr3,133317019,133381224
tp53bpl,TP53BPL,chr9,32540542,32552551
lun,LUN,chr9,32540542,32552551
topors,TOPORS,chr9,32540542,32552551
dq2,DQ2,chr9,132575223,132586413
tor1a,TOR1A,chr9,132575223,132586413
lap1b,LAP1B,chr1,179851177,179894135
flj13142,FLJ13142,chr1,179851177,179894135
lap1,LAP1,chr1,179851177,179894135
lap1c,LAP1C,chr1,179851177,179894135
tor1aip1,TOR1AIP1,chr1,179851177,179894135
lull1,LULL1,chr1,179809102,179846938
net9,NET9,chr1,179809102,179846938
ifrg15,IFRG15,chr1,179809102,179846938
tor1aip2,TOR1AIP2,chr1,179809102,179846938
dq1,DQ1,chr9,132565432,132573560
mgc4386,MGC4386,chr9,132565432,132573560
tor1b,TOR1B,chr9,132565432,132573560
flj14771,FLJ14771,chr9,130493803,130497596
torp1,TORP1,chr9,130493803,130497596
tor2a,TOR2A,chr9,130493803,130497596
flj22345,FLJ22345,chr1,179050512,179067158
adir2,ADIR2,chr1,179050512,179067158
tor3a,TOR3A,chr1,179050512,179067158
flj20245,FLJ20245,chr9,140172201,140177093
tor4a,TOR4A,chr9,140172201,140177093
kiaa0808,KIAA0808,chr8,59717977,60031767
tox1,TOX1,chr8,59717977,60031767
tox,TOX,chr8,59717977,60031767
dj1108d11.2,dJ1108D11.2,chr20,42543504,42698256
gcx-1,GCX-1,chr20,42543504,42698256
tox2,TOX2,chr20,42543504,42698256
cagf9,CAGF9,chr16,52471917,52581714
tox3,TOX3,chr16,52471917,52581714
lcp1,LCP1,chr14,21944756,21967319
tox4,TOX4,chr14,21944756,21967319
p53,p53,chr17,7565097,7590868
lfs1,LFS1,chr17,7565097,7590868
tp53,TP53,chr17,7565097,7590868
p53aip1,p53AIP1,chr11,128804626,128813294
tp53aip1,TP53AIP1,chr11,128804626,128813294
53bp1,53BP1,chr15,43695259,43802926
p202,p202,chr15,43695259,43802926
tdrd30,TDRD30,chr15,43695259,43802926
tp53bp1,TP53BP1,chr15,43695259,43802926
ppp1r13a,PPP1R13A,chr1,223967601,224033674
aspp2,ASPP2,chr1,223967601,224033674
53bp2,53BP2,chr1,223967601,224033674
tp53bp2,TP53BP2,chr1,223967601,224033674
pig3,PIG3,chr2,24300303,24308731
tp53i3,TP53I3,chr2,24300303,24308731
pig11,PIG11,chr11,44907454,44972857
tp53i11,TP53I11,chr11,44907454,44972857
dscp1,DSCP1,chr17,27893070,27900175
tp53i13,TP53I13,chr17,27893070,27900175
dkfzp434m1317,DKFZp434M1317,chr8,95938200,95961639
flj22139,FLJ22139,chr8,95938200,95961639
p53dinp1,P53DINP1,chr8,95938200,95961639
sip,SIP,chr8,95938200,95961639
tp53inp1a,TP53INP1A,chr8,95938200,95961639
tp53inp1b,TP53INP1B,chr8,95938200,95961639
teap,Teap,chr8,95938200,95961639
tp53inp1,TP53INP1,chr8,95938200,95961639
flj21759,FLJ21759,chr20,33292094,33301243
flj23500,FLJ23500,chr20,33292094,33301243
dkfzp434b2411,DKFZp434B2411,chr20,33292094,33301243
dkfzp434o0827,DKFZp434O0827,chr20,33292094,33301243
dj1181n3.1,dJ1181N3.1,chr20,33292094,33301243
pinh,PINH,chr20,33292094,33301243
dor,DOR,chr20,33292094,33301243
tp53inp2,TP53INP2,chr20,33292094,33301243
dj101a2.2,dJ101A2.2,chr20,45313004,45318418
prpk,prpk,chr20,45313004,45318418
nori-2p,Nori-2p,chr20,45313004,45318418
bud32,BUD32,chr20,45313004,45318418
tprkb,TPRKB,chr20,45313004,45318418
tp53rk,TP53RK,chr20,45313004,45318418
p53tg3,P53TG3,chr16,32684849,32688053
tp53tg3a,TP53TG3A,chr16,32684849,32688053
tp53tg3,TP53TG3,chr16,32684849,32688053
tp53tg3b,TP53TG3B,chr16,33261515,33264719
tp53tg3c,TP53TG3C,chr16,33204980,33208179
tp53tg3d,TP53TG3D,chr16,32264040,32267243
tp53tg3e,TP53TG3E,chr16,33204980,33208176
tp53tg3f,TP53TG3F,chr16,32684849,32688053
clg01,CLG01,chr20,44001203,44036529
dj453c12.5,dJ453C12.5,chr20,44001203,44036529
tp53tg5,TP53TG5,chr20,44001203,44036529
p51,p51,chr3,189349205,189615068
shfm4,SHFM4,chr3,189349205,189615068
eec3,EEC3,chr3,189349205,189615068
p63,p63,chr3,189349205,189615068
p73l,p73L,chr3,189349205,189615068
ofc8,OFC8,chr3,189349205,189615068
ket,KET,chr3,189349205,189615068
p73h,p73H,chr3,189349205,189615068
nbp,NBP,chr3,189349205,189615068
p53cp,p53CP,chr3,189349205,189615068
tp63,TP63,chr3,189349205,189615068
p73,P73,chr1,3569084,3652765
tp73,TP73,chr1,3569084,3652765
5t4-ag,5T4-AG,chr6,83072923,83080545
5t4,5T4,chr6,83072923,83080545
tpbg,TPBG,chr6,83072923,83080545
tpbgl,TPBGL,chr11,74951950,74954742
kiaa1169,KIAA1169,chr12,113658855,113736390
flj20612,FLJ20612,chr12,113658855,113736390
tpc1,TPC1,chr12,113658855,113736390
tpcn1,TPCN1,chr12,113658855,113736390
tpc2,TPC2,chr11,68816365,68929908
tpcn2,TPCN2,chr11,68816365,68929908
d52,D52,chr8,80946980,81143467
hd52,hD52,chr8,80946980,81143467
n8l,N8L,chr8,80946980,81143467
tpd52,TPD52,chr8,80946980,81143467
d53,D53,chr6,125440195,125585553
hd53,hD53,chr6,125440195,125585553
tpd52l1,TPD52L1,chr6,125440195,125585553
d54,D54,chr20,62496581,62522898
hd54,hD54,chr20,62496581,62522898
tpd52l2,TPD52L2,chr20,62496581,62522898
nyd-sp25,NYD-SP25,chr9,6328375,6331900
d55,D55,chr9,6328375,6331900
tpd52l3,TPD52L3,chr9,6328375,6331900
gtrgeo22,GTRGEO22,chr19,507497,519654
pgs1,PGs1,chr19,507497,519654
tpgs1,TPGS1,chr19,507497,519654
dkfzp586m1523,DKFZP586M1523,chr18,34357610,34409179
hst3006,HsT3006,chr18,34357610,34409179
tpgs2,TPGS2,chr18,34357610,34409179
tph1,TPH1,chr11,18039111,18063973
ntph,NTPH,chr12,72332626,72580398
flj37295,FLJ37295,chr12,72332626,72580398
tph2,TPH2,chr12,72332626,72580398
tpi1,TPI1,chr12,6976283,6980112
htpk1,HTPK1,chr7,144149034,144533488
pp20,PP20,chr7,144149034,144533488
tpk1,TPK1,chr7,144149034,144533488
tpm1,TPM1,chr15,63334831,63364114
da1,DA1,chr9,35681989,35690118
nem4,NEM4,chr9,35681989,35690118
tpm2,TPM2,chr9,35681989,35690118
trk,TRK,chr1,154127780,154167124
tpm3,TPM3,chr1,154127780,154167124
tpm4,TPM4,chr19,16177831,16213815
tpmt,TPMT,chr6,18128542,18155305
tpx,TPX,chr2,1377838,1547483
tpo,TPO,chr2,1377838,1547483
lpic,LPIC,chr11,6633994,6640716
tpp-1,TPP-1,chr11,6633994,6640716
tpp1,TPP1,chr11,6633994,6640716
tppii,TPPII,chr13,103249353,103332308
tpp2,TPP2,chr13,103249353,103332308
p25alpha,p25alpha,chr5,659977,693510
tppp1,TPPP1,chr5,659977,693510
p25,p25,chr5,659977,693510
tppp/p25,TPPP/p25,chr5,659977,693510
tppp,TPPP,chr5,659977,693510
p25beta,p25beta,chr14,21492268,21504435
p18,p18,chr14,21492268,21504435
ct152,CT152,chr14,21492268,21504435
tppp2,TPPP2,chr14,21492268,21504435
cgi-38,CGI-38,chr16,67423712,67427438
p25gamma,p25gamma,chr16,67423712,67427438
p20,p20,chr16,67423712,67427438
tppp3,TPPP3,chr16,67423712,67427438
tpr,TPR,chr1,186280784,186344825
tpra40,TPRA40,chr3,127290109,127317110
flj32197,FLJ32197,chr3,127290109,127317110
tmem227,TMEM227,chr3,127290109,127317110
tpra1,TPRA1,chr3,127290109,127317110
flj41238,FLJ41238,chr3,188665003,189043093
flj43694,FLJ43694,chr3,188665003,189043093
tprg1,TPRG1,chr3,188665003,189043093
rp11-46f15.3,RP11-46F15.3,chr1,3541566,3546691
flj21811,FLJ21811,chr1,3541566,3546691
tprg1l,TPRG1L,chr1,3541566,3546691
cgi-121,CGI-121,chr2,73956231,73964527
cgi121,CGI121,chr2,73956231,73964527
tprkb,TPRKB,chr2,73956231,73964527
flj90254,FLJ90254,chr9,140086069,140098645
tprn,TPRN,chr9,140086069,140098645
flj40321,FLJ40321,chr19,48304500,48322308
tprx1,TPRX1,chr19,48304500,48322308
tpsab1,TPSAB1,chr16,1290697,1292555
tpsb2,TPSB2,chr16,1277272,1280185
tpsd1,TPSD1,chr16,1306060,1308999
tmt,TMT,chr16,1271651,1275257
prss31,PRSS31,chr16,1271651,1275257
tpsg1,TPSG1,chr16,1271651,1275257
tango13a,TANGO13A,chr7,65670186,65885530
tpst1,TPST1,chr7,65670186,65885530
tango13b,TANGO13B,chr22,26917949,26992681
tpst2,TPST2,chr22,26917949,26992681
tctp,TCTP,chr13,45907606,45915505
fortilin,fortilin,chr13,45907606,45915505
tpt1,TPT1,chr13,45907606,45915505
tpip,TPIP,chr13,19997017,20110902
tpte2,TPTE2,chr13,19997017,20110902
p100,p100,chr20,30327074,30389608
dil-2,DIL-2,chr20,30327074,30389608
tpx2,TPX2,chr20,30327074,30389608
htra-2-alpha,htra-2-alpha,chr7,23544399,23571660
tra2a,tra2a,chr7,23544399,23571660
awms1,AWMS1,chr7,23544399,23571660
tra2a,TRA2A,chr7,23544399,23571660
htra2-beta,Htra2-beta,chr3,185633694,185655924
ppp1r156,PPP1R156,chr3,185633694,185655924
tra2b,TRA2B,chr3,185633694,185655924
pp2447,PP2447,chr22,50624344,50638027
trabd,TRABD,chr22,50624344,50638027
tiki1,TIKI1,chr2,85048774,85134132
trabd2a,TRABD2A,chr2,85048774,85134132
tiki2,TIKI2,chr1,48226200,48462567
trabd2b,TRABD2B,chr1,48226200,48462567
hs.89862,Hs.89862,chr16,67188083,67194201
tradd,TRADD,chr16,67188083,67194201
ebi6,EBI6,chr9,123664671,123691451
traf1,TRAF1,chr9,123664671,123691451
trap3,TRAP3,chr9,139776364,139821059
rnf117,RNF117,chr9,139776364,139821059
traf2,TRAF2,chr9,139776364,139821059
cap-1,CAP-1,chr14,103243813,103377837
cd40bp,CD40bp,chr14,103243813,103377837
craf1,CRAF1,chr14,103243813,103377837
lap1,LAP1,chr14,103243813,103377837
rnf118,RNF118,chr14,103243813,103377837
traf3,TRAF3,chr14,103243813,103377837
mip-t3,MIP-T3,chr2,239229082,239309541
dkfzp434f124,DKFZP434F124,chr2,239229082,239309541
mipt3,MIPT3,chr2,239229082,239309541
ift54,IFT54,chr2,239229082,239309541
fap116,FAP116,chr2,239229082,239309541
traf3ip1,TRAF3IP1,chr2,239229082,239309541
dkfzp586g0522,DKFZP586G0522,chr6,111877657,111927481
act1,ACT1,chr6,111877657,111927481
ciks,CIKS,chr6,111877657,111927481
traf3ip2,TRAF3IP2,chr6,111877657,111927481
t3jam,T3JAM,chr1,209929377,209955665
traf3ip3,TRAF3IP3,chr1,209929377,209955665
cart1,CART1,chr17,27071002,27077976
mln62,MLN62,chr17,27071002,27077976
rnf83,RNF83,chr17,27071002,27077976
traf4,TRAF4,chr17,27071002,27077976
rnf84,RNF84,chr1,211499957,211548288
traf5,TRAF5,chr1,211499957,211548288
rnf85,RNF85,chr11,36508577,36531822
traf6,TRAF6,chr11,36508577,36531822
rnf119,RNF119,chr16,2205699,2228130
dkfzp586i021,DKFZp586I021,chr16,2205699,2228130
mgc7807,MGC7807,chr16,2205699,2228130
traf7,TRAF7,chr16,2205699,2228130
fln29,FLN29,chr12,112563305,112591413
trafd1,TRAFD1,chr12,112563305,112591413
trip,TRIP,chr3,49866032,49894007
rnf206,RNF206,chr3,49866032,49894007
traip,TRAIP,chr3,49866032,49894007
oip106,OIP106,chr3,42055294,42267381
kiaa1042,KIAA1042,chr3,42055294,42267381
milt1,MILT1,chr3,42055294,42267381
trak1,TRAK1,chr3,42055294,42267381
cals-c,CALS-C,chr2,202241930,202316302
kiaa0549,KIAA0549,chr2,202241930,202316302
grif-1,GRIF-1,chr2,202241930,202316302
oip98,OIP98,chr2,202241930,202316302
milt2,MILT2,chr2,202241930,202316302
trak2,TRAK2,chr2,202241930,202316302
tram,TRAM,chr8,71485677,71520622
tramp,TRAMP,chr8,71485677,71520622
tram1,TRAM1,chr8,71485677,71520622
mgc26568,MGC26568,chr4,118004710,118006732
tram1l1,TRAM1L1,chr4,118004710,118006732
kiaa0057,KIAA0057,chr6,52362200,52441713
tram2,TRAM2,chr6,52362200,52441713
lba1,LBA1,chr3,36868311,36986589
kiaa0342,KIAA0342,chr3,36868311,36986589
trank1,TRANK1,chr3,36868311,36986589
hsp75,HSP75,chr16,3701640,3767598
hsp90l,HSP90L,chr16,3701640,3767598
trap1,TRAP1,chr16,3701640,3767598
mum2,MUM2,chr17,7833663,7835441
bet5,BET5,chr17,7833663,7835441
trappc1,TRAPPC1,chr17,7833663,7835441
trs20,TRS20,chrX,13730363,13752754
sedt,SEDT,chrX,13730363,13752754
mip-2a,MIP-2A,chrX,13730363,13752754
znf547l,ZNF547L,chrX,13730363,13752754
hyp38334,hYP38334,chrX,13730363,13752754
trappc2,TRAPPC2,chrX,13730363,13752754
sedlp1,SEDLP1,chr19,57874879,57876721
mip-2a,MIP-2A,chr19,57874879,57876721
trappc2b,TRAPPC2B,chr19,57874879,57876721
hspc176,HSPC176,chr16,88922628,88929094
trappc2l,TRAPPC2L,chr16,88922628,88929094
bet3,BET3,chr1,36602171,36621654
trappc3,TRAPPC3,chr1,36602171,36621654
ba259p20.2,bA259P20.2,chr6,116816152,116866773
flj11180,FLJ11180,chr6,116816152,116866773
trappc3l,TRAPPC3L,chr6,116816152,116866773
trs23,TRS23,chr11,118889142,118896164
sbdn,SBDN,chr11,118889142,118896164
ptd009,PTD009,chr11,118889142,118896164
trappc4,TRAPPC4,chr11,118889142,118896164
mgc52424,MGC52424,chr19,7745729,7752589
trs31,TRS31,chr19,7745729,7752589
trappc5,TRAPPC5,chr19,7745729,7752589
trs33,TRS33,chr19,45666186,45681495
mgc2650,MGC2650,chr19,45666186,45681495
hspc289,HSPC289,chr19,45666186,45681495
trappc6a,TRAPPC6A,chr19,45666186,45681495
trappc6b,TRAPPC6B,chr14,39617015,39639736
hst2706,HsT2706,chr18,29409136,29533099
trs85,TRS85,chr18,29409136,29533099
gsg1,GSG1,chr18,29409136,29533099
trappc8,TRAPPC8,chr18,29409136,29533099
ikbkbbp,IKBKBBP,chr8,140739968,141468678
nibp,NIBP,chr8,140739968,141468678
kiaa1882,KIAA1882,chr8,140739968,141468678
t1,T1,chr8,140739968,141468678
trs120,TRS120,chr8,140739968,141468678
mrt13,MRT13,chr8,140739968,141468678
trappc9,TRAPPC9,chr8,140739968,141468678
ehoc-1,EHOC-1,chr21,45432200,45526433
trs130,TRS130,chr21,45432200,45526433
trappc10,TRAPPC10,chr21,45432200,45526433
flj12716,FLJ12716,chr4,184580420,184634747
gry,gry,chr4,184580420,184634747
foigr,foigr,chr4,184580420,184634747
trappc11,TRAPPC11,chr4,184580420,184634747
cgi-87,CGI-87,chr2,3383446,3488865
ttc-15,TTC-15,chr2,3383446,3488865
trappc12,TRAPPC12,chr2,3383446,3488865
flj13611,FLJ13611,chr5,64920543,64962060
mgc48585,MGC48585,chr5,64920543,64962060
trappc13,TRAPPC13,chr5,64920543,64962060
lost1,LOST1,chr17,1182957,1204281
ifitmd3,IFITMD3,chr17,1182957,1204281
bec-1,BEC-1,chr17,1182957,1204281
dspb1,DSPB1,chr17,1182957,1204281
trarg1,TRARG1,chr17,1182957,1204281
hspc062,HSPC062,chr3,108541545,108573852
trim,TRIM,chr3,108541545,108573852
trat1,TRAT1,chr3,108541545,108573852
rnmt1,RNMT1,chr10,17184253,17244053
trdmt1,TRDMT1,chr10,17184253,17244053
trisk,TRISK,chr6,123537484,123958238
trdn,TRDN,chr6,123537484,123958238
tre,TRE,chr11,118528026,118550399
trea,TREA,chr11,118528026,118550399
mgc129621,MGC129621,chr11,118528026,118550399
treh,TREH,chr11,118528026,118550399
trem-1,TREM-1,chr6,41235664,41254457
cd354,CD354,chr6,41235664,41254457
trem1,TREM1,chr6,41235664,41254457
trem-2,TREM-2,chr6,41126244,41130924
trem2a,Trem2a,chr6,41126244,41130924
trem2b,Trem2b,chr6,41126244,41130924
trem2c,Trem2c,chr6,41126244,41130924
trem2,TREM2,chr6,41126244,41130924
tlt1,TLT1,chr6,41117080,41122075
dj238o23.3,dJ238O23.3,chr6,41117080,41122075
treml1,TREML1,chr6,41117080,41122075
flj13693,FLJ13693,chr6,41158015,41168932
tlt2,TLT2,chr6,41158015,41168932
dj238o23.1,dJ238O23.1,chr6,41158015,41168932
treml2,TREML2,chr6,41158015,41168932
tlt4,TLT4,chr6,41196062,41206620
treml4,TREML4,chr6,41196062,41206620
trep-132,TReP-132,chr6,42192669,42419789
hsa277276,HSA277276,chr6,42192669,42419789
rapa,RAPA,chr6,42192669,42419789
dj139d8.5,dJ139D8.5,chr6,42192669,42419789
trerf1,TRERF1,chr6,42192669,42419789
drn3,DRN3,chr3,48507210,48509044
trex1,TREX1,chr3,48507210,48509044
trex2,TREX2,chrX,152710178,152736045
trh,TRH,chr3,129693148,129696781
pgpep2,PGPEP2,chr12,72481046,73064537
trh-de,TRH-DE,chr12,72481046,73064537
pap-ii,PAP-II,chr12,72481046,73064537
trhde,TRHDE,chr12,72481046,73064537
trhr,TRHR,chr8,110098850,110131813
p53csv,P53CSV,chr12,120881764,120884215
wf-1,WF-1,chr12,120881764,120884215
hspc132,HSPC132,chr12,120881764,120884215
p53csv,p53CSV,chr12,120881764,120884215
mdm35,MDM35,chr12,120881764,120884215
triap1,TRIAP1,chr12,120881764,120884215
c8fw,C8FW,chr8,126442563,126450647
gig2,GIG2,chr8,126442563,126450647
trb1,TRB1,chr8,126442563,126450647
trib1,TRIB1,chr8,126442563,126450647
trb2,TRB2,chr2,12857015,12882860
gs3955,GS3955,chr2,12857015,12882860
trib2,TRIB2,chr2,12857015,12882860
dj1103g7.3,dJ1103G7.3,chr20,343479,378203
trb3,TRB3,chr20,343479,378203
trib3,TRIB3,chr20,343479,378203
kiaa0644,KIAA0644,chr7,28992974,28997908
tril,TRIL,chr7,28992974,28997908
kiaa0517,KIAA0517,chr4,154073494,154260472
rnf86,RNF86,chr4,154073494,154260472
cmt2r,CMT2R,chr4,154073494,154260472
trim2,TRIM2,chr4,154073494,154260472
hac1,HAC1,chr11,6469843,6495689
berp,BERP,chr11,6469843,6495689
rnf97,RNF97,chr11,6469843,6495689
trim3,TRIM3,chr11,6469843,6495689
rnf87,RNF87,chr7,99474581,99517223
trim4,TRIM4,chr7,99474581,99517223
rnf88,RNF88,chr11,5684787,5959849
trim5alpha,TRIM5alpha,chr11,5684787,5959849
trim5,TRIM5,chr11,5684787,5959849
rnf89,RNF89,chr11,5617339,5634188
trim6,TRIM6,chr11,5617339,5634188
rnf90,RNF90,chr5,180620924,180632293
gnip,GNIP,chr5,180620924,180632293
trim7,TRIM7,chr5,180620924,180632293
gerp,GERP,chr10,104402067,104420437
trim8,TRIM8,chr10,104402067,104420437
spring,SPRING,chr14,51441980,51562779
rnf91,RNF91,chr14,51441980,51562779
trim9,TRIM9,chr14,51441980,51562779
rfb30,RFB30,chr6,30119722,30128711
herf1,HERF1,chr6,30119722,30128711
trim10,TRIM10,chr6,30119722,30128711
rnf92,RNF92,chr1,228581374,228594541
bia1,BIA1,chr1,228581374,228594541
trim11,TRIM11,chr1,228581374,228594541
leu5,Leu5,chr13,50570024,50594617
rnf77,RNF77,chr13,50570024,50594617
dleu5,DLEU5,chr13,50570024,50594617
trim13,TRIM13,chr13,50570024,50594617
kiaa0129,KIAA0129,chr9,100831557,100881494
trim14,TRIM14,chr9,100831557,100881494
znfb7,ZNFB7,chr6,30130983,30140473
rnf93,RNF93,chr6,30130983,30140473
trim15,TRIM15,chr6,30130983,30140473
ebbp,EBBP,chr17,15531274,15587625
trim16,TRIM16,chr17,15531274,15587625
trim70,TRIM70,chr17,18601311,18639431
trim16l,TRIM16L,chr17,18601311,18639431
terf,terf,chr1,228595641,228604562
rbcc,RBCC,chr1,228595641,228604562
trim17,TRIM17,chr1,228595641,228604562
rnf81,RNF81,chr11,4406127,4414926
ro52,RO52,chr11,4406127,4414926
trim21,TRIM21,chr11,4406127,4414926
staf50,STAF50,chr11,5710919,5758319
gpstaf50,GPSTAF50,chr11,5710919,5758319
rnf94,RNF94,chr11,5710919,5758319
trim22,TRIM22,chr11,5710919,5758319
ard1,ARD1,chr5,64885507,64921802
rnf46,RNF46,chr5,64885507,64921802
trim23,TRIM23,chr5,64885507,64921802
htif1,hTIF1,chr7,138145079,138274738
tif1a,Tif1a,chr7,138145079,138274738
rnf82,RNF82,chr7,138145079,138274738
tif1a,TIF1A,chr7,138145079,138274738
trim24,TRIM24,chr7,138145079,138274738
efp,EFP,chr17,54913748,54991441
rnf147,RNF147,chr17,54913748,54991441
trim25,TRIM25,chr17,54913748,54991441
rnf95,RNF95,chr6,30152232,30181204
trim26,TRIM26,chr6,30152232,30181204
rnf76,RNF76,chr6,28870779,28891766
trim27,TRIM27,chr6,28870779,28891766
tif1b,TIF1B,chr19,59055458,59062089
kap1,KAP1,chr19,59055458,59062089
tf1b,TF1B,chr19,59055458,59062089
rnf96,RNF96,chr19,59055458,59062089
ppp1r157,PPP1R157,chr19,59055458,59062089
trim28,TRIM28,chr19,59055458,59062089
atdc,ATDC,chr11,119981983,120056237
flj36085,FLJ36085,chr11,119981983,120056237
trim29,TRIM29,chr11,119981983,120056237
rnf,RNF,chr6,30070674,30080883
hcgi,HCGI,chr6,30070674,30080883
c6orf13,C6orf13,chr6,30070674,30080883
hcg1,HCG1,chr6,30070674,30080883
trim31,TRIM31,chr6,30070674,30080883
ht2a,HT2A,chr9,119449581,119463579
tatip,TATIP,chr9,119449581,119463579
bbs11,BBS11,chr9,119449581,119463579
trim32,TRIM32,chr9,119449581,119463579
tif1gamma,TIF1GAMMA,chr1,114935399,115053781
flj11429,FLJ11429,chr1,114935399,115053781
kiaa1113,KIAA1113,chr1,114935399,115053781
tifgamma,TIFGAMMA,chr1,114935399,115053781
rfg7,RFG7,chr1,114935399,115053781
tf1g,TF1G,chr1,114935399,115053781
tif1g,TIF1G,chr1,114935399,115053781
ptc7,PTC7,chr1,114935399,115053781
trim33,TRIM33,chr1,114935399,115053781
trim34,TRIM34,chr11,5640994,5665628
